specialty_name,diagnosis_name,diagnosis_relevance,recommended_drugs,candidate_drug_pairs,avoid_or_low_priority_drugs,evidence_source,top_drug_evidence,treatment_role_evidence,mapping_quality,evidence_interpretation,notes
肾内/泌尿,Abscess of corpus cavernosum and penis,primary_specialty_disease,ceftriaxone,ceftriaxone,hydromorphone (dilaudid) | acetaminophen | oxycodone (immediate release) | vancomycin | heparin,single_specialty_cooccurrence,ceftriaxone(2),ceftriaxone:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,Accidental puncture and laceration of a genitourinary system organ or structure during a genitourinary system procedure,specialty_related_condition,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
肾内/泌尿,Accidental puncture and laceration of a genitourinary system organ or structure during other procedure,specialty_related_condition,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
肾内/泌尿,Acute cystitis with hematuria,primary_specialty_disease,ceftriaxone,ceftriaxone,sertraline | acetaminophen | docusate sodium | haloperidol | nitrofurantoin monohyd (macrobid),single_specialty_cooccurrence,ceftriaxone(2),ceftriaxone:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,Acute kidney failure with acute cortical necrosis,primary_specialty_disease,ceftriaxone | ferric gluconate | heparin (hemodialysis) | labetalol,ceftriaxone | ferric gluconate,acetaminophen | docusate sodium | heparin dwell (1000 units/ml) | neomycin-polymyxin-bacitracin | simethicone,single_specialty_cooccurrence,ceftriaxone(1) | ferric gluconate(1) | heparin (hemodialysis)(1) | labetalol(1),ceftriaxone:disease_directed_therapy | ferric gluconate:disease_directed_therapy | heparin (hemodialysis):risk_modifying_therapy | labetalol:risk_modifying_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,Acute kidney failure with tubular necrosis,primary_specialty_disease,ceftriaxone | tramadol (ultram) | calcium carbonate,ceftriaxone | tramadol (ultram),tacrolimus | acetaminophen | oxycodone (immediate release) | ibuprofen | phosphorus,single_specialty_cooccurrence,ceftriaxone(4) | tramadol (ultram)(2) | calcium carbonate(1),ceftriaxone:disease_directed_therapy | tramadol (ultram):disease_directed_therapy | calcium carbonate:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,"Acute kidney failure, unspecified",primary_specialty_disease,calcium carbonate | tamsulosin | ceftriaxone | labetalol | nifedipine (extended release),calcium carbonate | tamsulosin,acetaminophen | heparin | oxycodone (immediate release) | docusate sodium | ondansetron,single_specialty_cooccurrence,calcium carbonate(54) | tamsulosin(44) | ceftriaxone(40) | labetalol(35) | nifedipine (extended release)(25),calcium carbonate:disease_directed_therapy | tamsulosin:disease_directed_therapy | ceftriaxone:disease_directed_therapy | labetalol:risk_modifying_therapy | nifedipine (extended release):disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,Acute prostatitis,primary_specialty_disease,phenazopyridine | neutra-phos | tamsulosin | ceftriaxone | lidocaine jelly 2% (glydo),phenazopyridine | neutra-phos,acetaminophen | cefepime | influenza vaccine quadrivalent | azithromycin | belladonna & opium (16.2/30mg),single_specialty_cooccurrence,phenazopyridine(4) | neutra-phos(2) | tamsulosin(2) | ceftriaxone(1) | lidocaine jelly 2% (glydo)(1),phenazopyridine:disease_directed_therapy | neutra-phos:disease_directed_therapy | tamsulosin:disease_directed_therapy | ceftriaxone:disease_directed_therapy | lidocaine jelly 2% (glydo):disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,Acute pyelonephritis,primary_specialty_disease,ceftriaxone | tramadol | neutra-phos | phenazopyridine | tamsulosin,ceftriaxone | tramadol,acetaminophen | oxycodone (immediate release) | ondansetron | senna | heparin,single_specialty_cooccurrence,ceftriaxone(25) | tramadol(4) | neutra-phos(3) | phenazopyridine(3) | tamsulosin(3),ceftriaxone:disease_directed_therapy | tramadol:disease_directed_therapy | neutra-phos:disease_directed_therapy | phenazopyridine:disease_directed_therapy | tamsulosin:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,Atrophy of kidney (terminal),primary_specialty_disease,calcium carbonate | lidocaine jelly 2% (urojet) | ceftriaxone | gentamicin | tamsulosin,calcium carbonate | lidocaine jelly 2% (urojet),acetaminophen | oxycodone (immediate release) | docusate sodium | hydromorphone (dilaudid) | ondansetron,single_specialty_cooccurrence,calcium carbonate(3) | lidocaine jelly 2% (urojet)(2) | ceftriaxone(1) | gentamicin(1) | tamsulosin(1),calcium carbonate:disease_directed_therapy | lidocaine jelly 2% (urojet):disease_directed_therapy | ceftriaxone:disease_directed_therapy | gentamicin:disease_directed_therapy | tamsulosin:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,Atrophy of testis,primary_specialty_disease,,,acetaminophen | hydromorphone (dilaudid) | oxycodone (immediate release),single_specialty_cooccurrence,,,仅保留低优先级方案,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,当前未识别到明确核心治疗药，仅保留低优先级方案供参考
肾内/泌尿,Benign prostatic hyperplasia with lower urinary tract symptoms,primary_specialty_disease,phenazopyridine | tamsulosin | lidocaine jelly 2% (glydo) | tramadol | finasteride,phenazopyridine | tamsulosin,acetaminophen | docusate sodium | senna | oxycodone (immediate release) | ondansetron,single_specialty_cooccurrence,phenazopyridine(37) | tamsulosin(27) | lidocaine jelly 2% (glydo)(26) | tramadol(16) | finasteride(12),phenazopyridine:disease_directed_therapy | tamsulosin:disease_directed_therapy | lidocaine jelly 2% (glydo):disease_directed_therapy | tramadol:disease_directed_therapy | finasteride:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,Benign prostatic hyperplasia without lower urinary tract symptoms,primary_specialty_disease,tamsulosin | finasteride | tramadol | lidocaine jelly 2% (glydo) | ceftriaxone,tamsulosin | finasteride,acetaminophen | senna | docusate sodium | oxycodone (immediate release) | hydromorphone (dilaudid),single_specialty_cooccurrence,tamsulosin(36) | finasteride(13) | tramadol(9) | lidocaine jelly 2% (glydo)(7) | ceftriaxone(5),tamsulosin:disease_directed_therapy | finasteride:disease_directed_therapy | tramadol:disease_directed_therapy | lidocaine jelly 2% (glydo):disease_directed_therapy | ceftriaxone:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,"Bladder disorder, unspecified",primary_specialty_disease,lidocaine jelly 2% (glydo) | phenazopyridine,lidocaine jelly 2% (glydo) | phenazopyridine,oxycodone (immediate release) | heparin | acetaminophen | d5 1/2ns | ibuprofen,single_specialty_cooccurrence,lidocaine jelly 2% (glydo)(1) | phenazopyridine(1),lidocaine jelly 2% (glydo):disease_directed_therapy | phenazopyridine:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,Bladder-neck obstruction,primary_specialty_disease,lidocaine jelly 2% (glydo) | calcium carbonate | finasteride | labetalol | phenazopyridine,lidocaine jelly 2% (glydo) | calcium carbonate,hydromorphone (dilaudid) | acetaminophen | morphine sulfate | potassium chloride | docusate sodium,single_specialty_cooccurrence,lidocaine jelly 2% (glydo)(2) | calcium carbonate(1) | finasteride(1) | labetalol(1) | phenazopyridine(1),lidocaine jelly 2% (glydo):disease_directed_therapy | calcium carbonate:disease_directed_therapy | finasteride:disease_directed_therapy | labetalol:risk_modifying_therapy | phenazopyridine:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,Calculus in bladder,primary_specialty_disease,phenazopyridine | lidocaine jelly 2% (glydo) | ceftriaxone | gentamicin | gentamicin sulfate,phenazopyridine | lidocaine jelly 2% (glydo),acetaminophen | docusate sodium | senna | oxycodone (immediate release) | influenza vaccine quadrivalent,single_specialty_cooccurrence,phenazopyridine(9) | lidocaine jelly 2% (glydo)(3) | ceftriaxone(2) | gentamicin(2) | gentamicin sulfate(2),phenazopyridine:disease_directed_therapy | lidocaine jelly 2% (glydo):disease_directed_therapy | ceftriaxone:disease_directed_therapy | gentamicin:disease_directed_therapy | gentamicin sulfate:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,Calculus of kidney,primary_specialty_disease,tamsulosin | ceftriaxone | calcium carbonate | phenazopyridine | gentamicin sulfate,tamsulosin | ceftriaxone,acetaminophen | hydromorphone (dilaudid) | ondansetron | oxycodone (immediate release) | docusate sodium,single_specialty_cooccurrence,tamsulosin(26) | ceftriaxone(19) | calcium carbonate(17) | phenazopyridine(13) | gentamicin sulfate(10),tamsulosin:disease_directed_therapy | ceftriaxone:disease_directed_therapy | calcium carbonate:disease_directed_therapy | phenazopyridine:disease_directed_therapy | gentamicin sulfate:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,Calculus of kidney with calculus of ureter,primary_specialty_disease,tamsulosin | phenazopyridine | ceftriaxone | tramadol (ultram) | calcium carbonate,tamsulosin | phenazopyridine,acetaminophen | docusate sodium | oxybutynin | oxycodone (immediate release) | ketorolac,single_specialty_cooccurrence,tamsulosin(11) | phenazopyridine(7) | ceftriaxone(5) | tramadol (ultram)(3) | calcium carbonate(1),tamsulosin:disease_directed_therapy | phenazopyridine:disease_directed_therapy | ceftriaxone:disease_directed_therapy | tramadol (ultram):disease_directed_therapy | calcium carbonate:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,Calculus of prostate,primary_specialty_disease,phenazopyridine | tramadol,phenazopyridine | tramadol,acetaminophen | docusate sodium | senna | bacitracin ointment | influenza vaccine high-dose quadrivalent,single_specialty_cooccurrence,phenazopyridine(1) | tramadol(1),phenazopyridine:disease_directed_therapy | tramadol:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,Calculus of ureter,primary_specialty_disease,tamsulosin | phenazopyridine | ceftriaxone | calcium carbonate | neutra-phos,tamsulosin | phenazopyridine,acetaminophen | heparin | docusate sodium | senna | oxycodone (immediate release),single_specialty_cooccurrence,tamsulosin(19) | phenazopyridine(12) | ceftriaxone(10) | calcium carbonate(2) | neutra-phos(2),tamsulosin:disease_directed_therapy | phenazopyridine:disease_directed_therapy | ceftriaxone:disease_directed_therapy | calcium carbonate:disease_directed_therapy | neutra-phos:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,Cellulitis of corpus cavernosum and penis,primary_specialty_disease,ceftriaxone,ceftriaxone,vancomycin | hydromorphone (dilaudid) | acetaminophen | enoxaparin (prophylaxis) | ibuprofen,single_specialty_cooccurrence,ceftriaxone(1),ceftriaxone:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,"Chronic kidney disease, stage 1",primary_specialty_disease,calcium carbonate,calcium carbonate,acetaminophen | dermoplast spray | docusate sodium | escitalopram oxalate | ibuprofen,single_specialty_cooccurrence,calcium carbonate(1),calcium carbonate:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,"Chronic kidney disease, stage 2 (mild)",primary_specialty_disease,,,acetaminophen | benzonatate | bisacodyl | dextrose 10% in water (d10w) | famotidine,single_specialty_cooccurrence,,,仅保留低优先级方案,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,当前未识别到明确核心治疗药，仅保留低优先级方案供参考
肾内/泌尿,"Chronic kidney disease, stage 3 (moderate)",primary_specialty_disease,calcium carbonate | tramadol (ultram) | ceftriaxone | labetalol | lidocaine jelly 2% (urojet),calcium carbonate | tramadol (ultram),oxycodone (immediate release) | acetaminophen | docusate sodium | heparin | hydromorphone (dilaudid),single_specialty_cooccurrence,calcium carbonate(2) | tramadol (ultram)(2) | ceftriaxone(1) | labetalol(1) | lidocaine jelly 2% (urojet)(1),calcium carbonate:disease_directed_therapy | tramadol (ultram):disease_directed_therapy | ceftriaxone:disease_directed_therapy | labetalol:risk_modifying_therapy | lidocaine jelly 2% (urojet):disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,"Chronic kidney disease, stage 3 unspecified",primary_specialty_disease,calcium carbonate | ceftriaxone,calcium carbonate | ceftriaxone,carboplatin desensitization | acetaminophen | diphenhydramine | famotidine | carboplatin,single_specialty_cooccurrence,calcium carbonate(1) | ceftriaxone(1),calcium carbonate:disease_directed_therapy | ceftriaxone:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,"Chronic kidney disease, stage 3b",primary_specialty_disease,labetalol | nifedipine (extended release) | calcium carbonate,labetalol | nifedipine (extended release),acetaminophen | aspirin | docusate sodium | famotidine | ferrous sulfate,single_specialty_cooccurrence,labetalol(2) | nifedipine (extended release)(2) | calcium carbonate(1),labetalol:risk_modifying_therapy | nifedipine (extended release):disease_directed_therapy | calcium carbonate:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,"Chronic kidney disease, stage 4 (severe)",primary_specialty_disease,calcium carbonate,calcium carbonate,bisacodyl | d5 1/2ns | docusate sodium | lidocaine 1% | ranitidine,single_specialty_cooccurrence,calcium carbonate(1),calcium carbonate:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,"Chronic kidney disease, unspecified",primary_specialty_disease,ceftriaxone | tamsulosin | calcium carbonate | lidocaine jelly 2% (urojet) | tramadol,ceftriaxone | tamsulosin,acetaminophen | senna | oxycodone (immediate release) | heparin | docusate sodium,single_specialty_cooccurrence,ceftriaxone(9) | tamsulosin(4) | calcium carbonate(3) | lidocaine jelly 2% (urojet)(2) | tramadol(2),ceftriaxone:disease_directed_therapy | tamsulosin:disease_directed_therapy | calcium carbonate:disease_directed_therapy | lidocaine jelly 2% (urojet):disease_directed_therapy | tramadol:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,Chronic obstructive pyelonephritis,primary_specialty_disease,ceftriaxone | tamsulosin,ceftriaxone | tamsulosin,oxycodone (immediate release) | acetaminophen | influenza vaccine quadrivalent | ondansetron | d5 1/2ns,single_specialty_cooccurrence,ceftriaxone(1) | tamsulosin(1),ceftriaxone:disease_directed_therapy | tamsulosin:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,Chronic prostatitis,primary_specialty_disease,phenazopyridine | ceftriaxone | lidocaine jelly 2% (glydo) | tamsulosin | tramadol,phenazopyridine | ceftriaxone,acetaminophen | senna | ondansetron | docusate sodium | heparin,single_specialty_cooccurrence,phenazopyridine(4) | ceftriaxone(1) | lidocaine jelly 2% (glydo)(1) | tamsulosin(1) | tramadol(1),phenazopyridine:disease_directed_therapy | ceftriaxone:disease_directed_therapy | lidocaine jelly 2% (glydo):disease_directed_therapy | tamsulosin:disease_directed_therapy | tramadol:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,Crossing vessel and stricture of ureter without hydronephrosis,primary_specialty_disease,lidocaine jelly 2% (glydo) | neutra-phos | calcium carbonate,lidocaine jelly 2% (glydo) | neutra-phos,insulin | oxycodone (immediate release) | acetaminophen | magnesium sulfate | d5 1/2ns,single_specialty_cooccurrence,lidocaine jelly 2% (glydo)(2) | neutra-phos(2) | calcium carbonate(1),lidocaine jelly 2% (glydo):disease_directed_therapy | neutra-phos:disease_directed_therapy | calcium carbonate:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,"Cyst of kidney, acquired",primary_specialty_disease,ceftriaxone | neutra-phos,ceftriaxone | neutra-phos,acetaminophen | oxycodone (immediate release) | senna | docusate sodium | heparin,single_specialty_cooccurrence,ceftriaxone(4) | neutra-phos(1),ceftriaxone:disease_directed_therapy | neutra-phos:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,"Cystitis, unspecified with hematuria",primary_specialty_disease,finasteride | lidocaine jelly 2% (glydo) | tamsulosin,finasteride | lidocaine jelly 2% (glydo),amoxicillin-clavulanic acid | acetaminophen | ampicillin | apixaban | ferrous gluconate,single_specialty_cooccurrence,finasteride(1) | lidocaine jelly 2% (glydo)(1) | tamsulosin(1),finasteride:disease_directed_therapy | lidocaine jelly 2% (glydo):disease_directed_therapy | tamsulosin:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,"Cystitis, unspecified without hematuria",primary_specialty_disease,ceftriaxone | phenazopyridine | tamsulosin,ceftriaxone | phenazopyridine,olanzapine | acetaminophen | diphenhydramine | oxycodone (immediate release) | hydromorphone (dilaudid),single_specialty_cooccurrence,ceftriaxone(4) | phenazopyridine(2) | tamsulosin(1),ceftriaxone:disease_directed_therapy | phenazopyridine:disease_directed_therapy | tamsulosin:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,"Cystocele, unspecified",cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
肾内/泌尿,Cystostomy malfunction,specialty_related_condition,,,,single_specialty_cooccurrence,,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景
肾内/泌尿,"Disorder of kidney and ureter, unspecified",primary_specialty_disease,gentamicin sulfate | calcium carbonate | tamsulosin | tramadol,gentamicin sulfate | calcium carbonate,acetaminophen | ondansetron | docusate sodium | ketorolac | heparin,single_specialty_cooccurrence,gentamicin sulfate(5) | calcium carbonate(4) | tamsulosin(1) | tramadol(1),gentamicin sulfate:disease_directed_therapy | calcium carbonate:disease_directed_therapy | tamsulosin:disease_directed_therapy | tramadol:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
肾内/泌尿,Diverticulum of bladder,primary_specialty_disease,gentamicin | gentamicin sulfate | lidocaine jelly 2% (glydo) | phenazopyridine | lidocaine jelly 2%,gentamicin | gentamicin sulfate,senna | acetaminophen | docusate sodium | oxycodone (immediate release) | ondansetron,single_specialty_cooccurrence,gentamicin(2) | gentamicin sulfate(2) | lidocaine jelly 2% (glydo)(2) | phenazopyridine(2) | lidocaine jelly 2%(1),gentamicin:disease_directed_therapy | gentamicin sulfate:disease_directed_therapy | lidocaine jelly 2% (glydo):disease_directed_therapy | phenazopyridine:disease_directed_therapy | lidocaine jelly 2%:disease_directed_therapy,候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级
